team_name,opponent,startdate,match_format,ground,match_result,margin,toss,batting,runs,wickets,overs_played,runs_avg_per_over
New Zealand,England,1978-03-04,TEST,Auckland,draw,-,won,1st,697.0,18.0,223.6,3.12
West Indies,Australia,1978-03-17,TEST,Bridgetown,won,9 wickets,won,2nd,429.0,11.0,107.5,3.99
Australia,West Indies,1978-03-17,TEST,Bridgetown,lost,9 wickets,lost,1st,428.0,20.0,113.1,3.78
Australia,West Indies,1978-03-31,TEST,Georgetown,won,3 wickets,lost,2nd,648.0,17.0,184.0,3.52
West Indies,Australia,1978-03-31,TEST,Georgetown,lost,3 wickets,won,1st,644.0,20.0,176.6,3.65
West Indies,Australia,1978-04-15,TEST,Port of Spain,won,198 runs,lost,1st,582.0,20.0,197.7,2.94
Australia,West Indies,1978-04-15,TEST,Port of Spain,lost,198 runs,won,2nd,384.0,20.0,133.4,2.88
Australia,West Indies,1978-04-28,TEST,Kingston,draw,-,won,1st,648.0,,233.4,2.78
West Indies,Australia,1978-04-28,TEST,Kingston,draw,-,lost,2nd,538.0,19.0,186.8,2.88
Pakistan,England,1978-06-01,TEST,Birmingham,lost,inns & 57 runs,won,1st,395.0,20.0,163.8,2.41
England,New Zealand,1978-07-27,TEST,The Oval,won,7 wickets,lost,2nd,417.0,13.0,186.8,2.23
New Zealand,England,1978-07-27,TEST,The Oval,lost,7 wickets,won,1st,416.0,20.0,209.3,1.99
India,Pakistan,1978-10-16,TEST,Faisalabad,draw,-,lost,2nd,505.0,,161.5,3.13
Pakistan,India,1978-10-16,TEST,Faisalabad,draw,-,won,1st,767.0,,223.5,3.43
Pakistan,India,1978-10-27,TEST,Lahore,won,8 wickets,won,2nd,667.0,,153.4,4.35
Pakistan,India,1978-11-14,TEST,Karachi,won,8 wickets,lost,2nd,645.0,,165.5,3.9
India,Pakistan,1978-11-14,TEST,Karachi,lost,8 wickets,won,1st,644.0,20.0,197.2,3.27
England,Australia,1978-12-01,TEST,Brisbane,won,7 wickets,lost,2nd,456.0,13.0,148.9,3.06
Australia,England,1978-12-01,TEST,Brisbane,lost,7 wickets,won,1st,455.0,20.0,154.3,2.95
India,West Indies,1978-12-01,TEST,Wankhede,draw,-,lost,1st,648.0,12.0,221.5,2.93
England,Australia,1978-12-15,TEST,W.A.C.A,won,166 runs,lost,1st,517.0,20.0,183.8,2.81
Australia,England,1978-12-15,TEST,W.A.C.A,lost,166 runs,won,2nd,351.0,20.0,112.6,3.12
West Indies,India,1978-12-15,TEST,Bengaluru,draw,-,won,1st,637.0,18.0,222.0,2.87
Australia,England,1978-12-29,TEST,Melbourne,won,103 runs,won,1st,425.0,20.0,160.3,2.65
England,Australia,1978-12-29,TEST,Melbourne,lost,103 runs,lost,2nd,322.0,20.0,130.6,2.47
India,West Indies,1978-12-29,TEST,Eden Gardens,draw,-,won,1st,661.0,,197.3,3.35
West Indies,India,1978-12-29,TEST,Eden Gardens,draw,-,lost,2nd,524.0,19.0,222.5,2.36
England,Australia,1979-01-06,TEST,Sydney,won,93 runs,won,1st,498.0,20.0,199.2,2.5
Australia,England,1979-01-06,TEST,Sydney,lost,93 runs,lost,2nd,405.0,20.0,157.2,2.58
India,West Indies,1979-01-12,TEST,Chennai,won,3 wickets,lost,2nd,380.0,17.0,129.3,2.94
West Indies,India,1979-01-12,TEST,Chennai,lost,3 wickets,won,1st,379.0,20.0,118.0,3.21
England,Australia,1979-01-27,TEST,Adelaide,won,205 runs,lost,1st,529.0,20.0,183.0,2.89
Australia,England,1979-01-27,TEST,Adelaide,lost,205 runs,won,2nd,324.0,20.0,120.4,2.69
Pakistan,New Zealand,1979-02-02,TEST,Christchurch,won,128 runs,lost,1st,594.0,,185.6,3.2
New Zealand,Pakistan,1979-02-02,TEST,Christchurch,lost,128 runs,won,2nd,466.0,20.0,144.4,3.23
England,Australia,1979-02-10,TEST,Sydney,won,9 wickets,lost,2nd,343.0,11.0,113.2,3.03
Australia,England,1979-02-10,TEST,Sydney,lost,9 wickets,won,1st,341.0,20.0,121.8,2.8
Pakistan,New Zealand,1979-02-16,TEST,Napier,draw,-,won,1st,594.0,,190.5,3.12
New Zealand,Pakistan,1979-02-23,TEST,Auckland,draw,-,lost,1st,535.0,,146.9,3.64
Pakistan,New Zealand,1979-02-23,TEST,Auckland,draw,-,won,2nd,,,103.6,
Pakistan,Australia,1979-03-10,TEST,Melbourne,won,71 runs,lost,1st,549.0,,143.2,3.83
Australia,Pakistan,1979-03-10,TEST,Melbourne,lost,71 runs,won,2nd,478.0,20.0,154.0,3.1
Australia,Pakistan,1979-03-24,TEST,W.A.C.A,won,7 wickets,won,2nd,563.0,13.0,143.7,3.92
Pakistan,Australia,1979-03-24,TEST,W.A.C.A,lost,7 wickets,lost,1st,562.0,20.0,163.3,3.44
England,India,1979-08-30,TEST,The Oval,draw,-,won,1st,639.0,,241.0,2.65
India,England,1979-08-30,TEST,The Oval,draw,-,lost,2nd,631.0,18.0,229.8,2.75
Australia,India,1979-09-11,TEST,Chennai,draw,-,won,1st,602.0,17.0,256.8,2.34
Australia,India,1979-09-19,TEST,Bengaluru,draw,-,won,1st,410.0,13.0,151.9,2.7
India,Australia,1979-10-02,TEST,Kanpur,won,153 runs,won,1st,582.0,20.0,202.4,2.88
Australia,India,1979-10-02,TEST,Kanpur,lost,153 runs,lost,2nd,429.0,20.0,169.5,2.53
Australia,India,1979-10-26,TEST,Eden Gardens,draw,-,won,1st,593.0,,210.3,2.82
India,Australia,1979-10-26,TEST,Eden Gardens,draw,-,lost,2nd,547.0,14.0,188.6,2.9
Pakistan,India,1979-11-21,TEST,Bengaluru,draw,-,won,1st,539.0,,191.3,2.82
Australia,West Indies,1979-12-01,TEST,Brisbane,draw,-,lost,1st,716.0,,252.1,2.84
West Indies,Australia,1979-12-01,TEST,Brisbane,draw,-,won,2nd,481.0,13.0,146.1,3.29
India,Pakistan,1979-12-04,TEST,Delhi,draw,-,lost,2nd,490.0,16.0,172.5,2.84
Pakistan,India,1979-12-04,TEST,Delhi,draw,-,won,1st,515.0,20.0,172.0,2.99
Australia,England,1979-12-14,TEST,W.A.C.A,won,138 runs,lost,1st,581.0,20.0,241.5,2.41
England,Australia,1979-12-14,TEST,W.A.C.A,lost,138 runs,won,2nd,443.0,20.0,181.3,2.44
India,Pakistan,1979-12-16,TEST,Wankhede,won,131 runs,won,1st,494.0,20.0,183.6,2.69
Pakistan,India,1979-12-16,TEST,Wankhede,lost,131 runs,lost,2nd,363.0,20.0,119.7,3.03
India,Pakistan,1979-12-25,TEST,Kanpur,draw,-,won,1st,355.0,12.0,145.6,2.44
West Indies,Australia,1979-12-29,TEST,Melbourne,won,10 wickets,lost,2nd,419.0,10.0,119.6,3.5
Australia,West Indies,1979-12-29,TEST,Melbourne,lost,10 wickets,won,1st,415.0,20.0,142.7,2.91
Australia,England,1980-01-04,TEST,Sydney,won,6 wickets,won,2nd,364.0,14.0,143.5,2.54
England,Australia,1980-01-04,TEST,Sydney,lost,6 wickets,lost,1st,360.0,20.0,140.6,2.56
India,Pakistan,1980-01-15,TEST,Chennai,won,10 wickets,lost,2nd,508.0,10.0,152.2,3.34
Pakistan,India,1980-01-15,TEST,Chennai,lost,10 wickets,won,1st,505.0,20.0,139.8,3.61
West Indies,Australia,1980-01-26,TEST,Adelaide,won,408 runs,lost,1st,776.0,20.0,217.8,3.56
Australia,West Indies,1980-01-26,TEST,Adelaide,lost,408 runs,won,2nd,368.0,20.0,123.5,2.98
India,Pakistan,1980-01-29,TEST,Eden Gardens,draw,-,won,1st,536.0,20.0,179.5,2.99
Pakistan,India,1980-01-29,TEST,Eden Gardens,draw,-,lost,2nd,451.0,,162.5,2.78
Australia,England,1980-02-01,TEST,Melbourne,won,8 wickets,lost,2nd,580.0,12.0,217.9,2.66
England,Australia,1980-02-01,TEST,Melbourne,lost,8 wickets,won,1st,579.0,20.0,219.6,2.64
New Zealand,West Indies,1980-02-08,TEST,Dunedin,won,1 wickets,lost,2nd,353.0,19.0,145.5,2.43
West Indies,New Zealand,1980-02-08,TEST,Dunedin,lost,1 wickets,won,1st,352.0,20.0,177.9,1.98
England,India,1980-02-15,TEST,Wankhede,won,10 wickets,lost,2nd,394.0,10.0,126.4,3.12
India,England,1980-02-15,TEST,Wankhede,lost,10 wickets,won,1st,391.0,20.0,121.6,3.22
West Indies,New Zealand,1980-02-22,TEST,Christchurch,draw,-,lost,1st,675.0,,208.3,3.24
Pakistan,Australia,1980-02-27,TEST,Karachi,won,7 wickets,lost,2nd,368.0,13.0,143.6,2.56
Australia,Pakistan,1980-02-27,TEST,Karachi,lost,7 wickets,won,1st,365.0,20.0,185.2,1.97
New Zealand,West Indies,1980-02-29,TEST,Auckland,draw,-,won,2nd,378.0,14.0,164.2,2.3
West Indies,New Zealand,1980-02-29,TEST,Auckland,draw,-,lost,1st,484.0,,178.3,2.71
Australia,Pakistan,1980-03-18,TEST,Lahore,draw,-,won,1st,798.0,,258.0,3.09
West Indies,England,1980-06-05,TEST,Nottingham,won,2 wickets,lost,2nd,517.0,18.0,159.5,3.24
England,West Indies,1980-06-05,TEST,Nottingham,lost,2 wickets,won,1st,515.0,20.0,202.6,2.54
England,West Indies,1980-07-10,TEST,Manchester,draw,-,lost,1st,541.0,17.0,191.2,2.83
England,West Indies,1980-07-24,TEST,The Oval,draw,-,won,1st,579.0,,222.3,2.6
England,West Indies,1980-08-07,TEST,Leeds,draw,-,lost,1st,370.0,,122.0,3.03
Pakistan,West Indies,1980-11-24,TEST,Lahore,draw,-,won,1st,525.0,17.0,179.5,2.92
Australia,New Zealand,1980-11-28,TEST,Brisbane,won,10 wickets,won,2nd,368.0,10.0,136.8,2.69
New Zealand,Australia,1980-11-28,TEST,Brisbane,lost,10 wickets,lost,1st,367.0,20.0,111.2,3.3
West Indies,Pakistan,1980-12-08,TEST,Faisalabad,won,156 runs,won,1st,477.0,20.0,166.5,2.86
Pakistan,West Indies,1980-12-08,TEST,Faisalabad,lost,156 runs,lost,2nd,321.0,20.0,108.6,2.96
Australia,New Zealand,1980-12-12,TEST,W.A.C.A,won,8 wickets,won,2nd,320.0,12.0,103.2,3.1
India,Australia,2047-12-12,TEST,Sydney,draw,-,won,1st,249.0,17.0,107.0,2.33
New Zealand,Australia,1980-12-12,TEST,W.A.C.A,lost,8 wickets,lost,1st,317.0,20.0,121.6,2.61
Pakistan,West Indies,1980-12-22,TEST,Karachi,draw,-,won,1st,332.0,19.0,145.1,2.29
Australia,New Zealand,1980-12-26,TEST,Melbourne,draw,-,lost,1st,509.0,20.0,208.5,2.44
New Zealand,Australia,1980-12-26,TEST,Melbourne,draw,-,won,2nd,445.0,16.0,162.2,2.74
West Indies,Pakistan,1980-12-30,TEST,Multan,draw,-,won,1st,365.0,15.0,135.2,2.7
India,Australia,1981-01-02,TEST,Sydney,lost,inns & 4 runs,won,1st,402.0,20.0,115.2,3.49
Australia,India,1981-01-23,TEST,Adelaide,draw,-,lost,1st,749.0,,239.4,3.13
India,Australia,1981-01-23,TEST,Adelaide,draw,-,won,2nd,554.0,18.0,212.4,2.61
India,Australia,1981-02-07,TEST,Melbourne,won,59 runs,lost,1st,561.0,20.0,193.1,2.91
Australia,India,1981-02-07,TEST,Melbourne,lost,59 runs,won,2nd,502.0,20.0,204.7,2.45
New Zealand,India,1981-02-21,TEST,Wellington,won,62 runs,lost,1st,475.0,20.0,168.0,2.83
India,New Zealand,1981-02-21,TEST,Wellington,lost,62 runs,won,2nd,413.0,20.0,147.7,2.8
India,New Zealand,1981-03-13,TEST,Auckland,draw,-,won,1st,522.0,20.0,250.8,2.08
New Zealand,India,1981-03-13,TEST,Auckland,draw,-,lost,2nd,461.0,15.0,248.0,1.86
West Indies,England,1981-03-13,TEST,Bridgetown,won,298 runs,lost,1st,644.0,,199.1,3.23
England,West Indies,1981-03-13,TEST,Bridgetown,lost,298 runs,won,2nd,346.0,20.0,138.7,2.49
England,West Indies,1981-04-10,TEST,Kingston,draw,-,lost,1st,587.0,,211.0,2.78
Australia,England,1981-06-18,TEST,Nottingham,won,4 wickets,won,2nd,311.0,16.0,140.6,2.21
England,Australia,1981-06-18,TEST,Nottingham,lost,4 wickets,lost,1st,310.0,20.0,94.8,3.27
England,Australia,1981-07-30,TEST,Birmingham,won,29 runs,won,1st,408.0,20.0,161.1,2.53
Australia,England,1981-07-30,TEST,Birmingham,lost,29 runs,lost,2nd,379.0,20.0,153.5,2.47
England,Australia,1981-08-13,TEST,Manchester,won,103 runs,won,1st,635.0,20.0,237.5,2.67
Australia,England,1981-08-13,TEST,Manchester,lost,103 runs,lost,2nd,532.0,20.0,165.7,3.21
Australia,England,1981-08-27,TEST,The Oval,draw,-,lost,1st,696.0,,236.2,2.95
England,Australia,1981-08-27,TEST,The Oval,draw,-,won,2nd,575.0,17.0,205.4,2.8
Australia,Pakistan,1981-11-13,TEST,W.A.C.A,won,286 runs,lost,1st,604.0,,221.4,2.73
Pakistan,Australia,1981-11-13,TEST,W.A.C.A,lost,286 runs,won,2nd,318.0,20.0,94.7,3.36
Australia,Pakistan,1981-11-27,TEST,Brisbane,won,10 wickets,won,2nd,,,154.2,
Pakistan,Australia,1981-11-27,TEST,Brisbane,lost,10 wickets,lost,1st,514.0,20.0,152.0,3.38
India,England,1981-11-27,TEST,Wankhede,won,138 runs,won,1st,406.0,20.0,134.3,3.02
England,India,1981-11-27,TEST,Wankhede,lost,138 runs,lost,2nd,268.0,20.0,126.3,2.12
England,India,1981-12-09,TEST,Bengaluru,draw,-,won,1st,574.0,,227.0,2.53
England,India,1981-12-23,TEST,Delhi,draw,-,won,1st,544.0,,175.4,3.1
Australia,West Indies,1981-12-26,TEST,Melbourne,won,58 runs,won,1st,420.0,20.0,150.4,2.79
West Indies,Australia,1981-12-26,TEST,Melbourne,lost,58 runs,lost,2nd,362.0,20.0,136.4,2.65
England,India,1982-01-01,TEST,Eden Gardens,draw,-,won,1st,513.0,,198.2,2.59
India,England,1982-01-01,TEST,Eden Gardens,draw,-,lost,2nd,378.0,13.0,183.0,2.07
Australia,West Indies,1982-01-02,TEST,Sydney,draw,-,lost,2nd,467.0,14.0,209.0,2.23
West Indies,Australia,1982-01-02,TEST,Sydney,draw,-,won,1st,639.0,20.0,194.6,3.28
India,England,1982-01-13,TEST,Chennai,draw,-,lost,1st,641.0,,202.1,3.17
West Indies,Australia,1982-01-30,TEST,Adelaide,won,5 wickets,won,2nd,628.0,15.0,170.5,3.68
Australia,West Indies,1982-01-30,TEST,Adelaide,lost,5 wickets,lost,1st,624.0,20.0,243.0,2.57
England,Sri Lanka,1982-02-17,TEST,Colombo (PSS),won,7 wickets,lost,2nd,394.0,13.0,144.6,2.72
Sri Lanka,England,1982-02-17,TEST,Colombo (PSS),lost,7 wickets,won,1st,393.0,20.0,165.0,2.38
Pakistan,Sri Lanka,1982-03-05,TEST,Karachi,won,204 runs,won,1st,697.0,,193.2,3.61
Sri Lanka,Pakistan,1982-03-05,TEST,Karachi,lost,204 runs,lost,2nd,493.0,20.0,159.5,3.09
New Zealand,Australia,1982-03-12,TEST,Auckland,won,5 wickets,won,2nd,496.0,15.0,179.7,2.76
Australia,New Zealand,1982-03-12,TEST,Auckland,lost,5 wickets,lost,1st,490.0,20.0,206.3,2.38
Pakistan,Sri Lanka,1982-03-14,TEST,Faisalabad,draw,-,lost,2nd,456.0,17.0,151.0,3.02
Sri Lanka,Pakistan,1982-03-14,TEST,Faisalabad,draw,-,won,1st,608.0,,218.0,2.79
Sri Lanka,Pakistan,1982-03-22,TEST,Lahore,lost,inns & 102 runs,lost,1st,398.0,20.0,137.8,2.89
India,England,1982-07-08,TEST,The Oval,draw,-,lost,2nd,521.0,13.0,165.2,3.15
England,Pakistan,1982-07-29,TEST,Birmingham,won,113 runs,won,1st,563.0,20.0,197.6,2.85
Pakistan,England,1982-07-29,TEST,Birmingham,lost,113 runs,lost,2nd,450.0,20.0,135.6,3.32
England,Pakistan,1982-08-26,TEST,Leeds,won,3 wickets,lost,2nd,475.0,17.0,169.4,2.8
Pakistan,England,1982-08-26,TEST,Leeds,lost,3 wickets,won,1st,474.0,20.0,181.5,2.61
India,Sri Lanka,1982-09-17,TEST,Chennai,draw,-,lost,2nd,701.0,,159.0,4.41
Sri Lanka,India,1982-09-17,TEST,Chennai,draw,-,won,1st,740.0,20.0,188.8,3.92
Pakistan,Australia,1982-09-22,TEST,Karachi,won,9 wickets,lost,2nd,466.0,,139.1,3.35
Australia,Pakistan,1982-09-22,TEST,Karachi,lost,9 wickets,won,1st,463.0,20.0,165.9,2.79
Pakistan,Australia,1982-10-14,TEST,Lahore,won,9 wickets,won,2nd,531.0,,134.0,3.96
Australia,Pakistan,1982-10-14,TEST,Lahore,lost,9 wickets,lost,1st,530.0,20.0,196.2,2.7
Australia,England,1982-11-12,TEST,W.A.C.A,draw,-,won,2nd,497.0,,153.5,3.24
England,Australia,1982-11-12,TEST,W.A.C.A,draw,-,lost,1st,769.0,20.0,271.7,2.83
Australia,England,1982-11-26,TEST,Brisbane,won,7 wickets,won,2nd,531.0,13.0,170.9,3.11
England,Australia,1982-11-26,TEST,Brisbane,lost,7 wickets,lost,1st,528.0,20.0,191.6,2.76
Pakistan,India,1982-12-10,TEST,Lahore,draw,-,lost,1st,620.0,11.0,189.5,3.27
India,Pakistan,1982-12-23,TEST,Karachi,lost,inns & 86 runs,lost,1st,366.0,20.0,113.2,3.23
England,Australia,1982-12-26,TEST,Melbourne,won,3 runs,lost,1st,578.0,20.0,161.7,3.57
Australia,England,1982-12-26,TEST,Melbourne,lost,3 runs,won,2nd,575.0,20.0,175.1,3.28
Australia,England,1983-01-02,TEST,Sydney,draw,-,won,1st,696.0,20.0,246.3,2.83
England,Australia,1983-01-02,TEST,Sydney,draw,-,lost,2nd,551.0,17.0,160.5,3.43
Pakistan,India,1983-01-03,TEST,Faisalabad,won,10 wickets,won,2nd,,,144.5,
India,Pakistan,1983-01-03,TEST,Faisalabad,lost,10 wickets,lost,1st,658.0,20.0,179.8,3.66
India,Pakistan,1983-01-30,TEST,Karachi,draw,-,won,1st,617.0,,204.0,3.02
West Indies,India,1983-02-23,TEST,Kingston,won,4 wickets,won,2nd,427.0,16.0,141.5,3.02
India,West Indies,1983-02-23,TEST,Kingston,lost,4 wickets,lost,1st,425.0,20.0,172.7,2.46
New Zealand,Sri Lanka,1983-03-11,TEST,Wellington,won,6 wickets,won,2nd,335.0,14.0,109.3,3.06
Sri Lanka,New Zealand,1983-03-11,TEST,Wellington,lost,6 wickets,lost,1st,333.0,20.0,153.5,2.17
India,West Indies,1983-03-11,TEST,Port of Spain,draw,-,lost,1st,644.0,17.0,205.2,3.14
West Indies,India,1983-04-15,TEST,Bridgetown,won,10 wickets,won,2nd,,,158.3,
India,West Indies,1983-04-15,TEST,Bridgetown,lost,10 wickets,lost,1st,486.0,20.0,136.4,3.56
England,New Zealand,1983-07-14,TEST,The Oval,won,189 runs,won,1st,655.0,,259.6,2.52
New Zealand,England,1983-07-14,TEST,The Oval,lost,189 runs,lost,2nd,466.0,20.0,167.1,2.79
New Zealand,England,1983-07-28,TEST,Leeds,won,5 wickets,won,2nd,480.0,15.0,166.4,2.88
England,New Zealand,1983-07-28,TEST,Leeds,lost,5 wickets,lost,1st,477.0,20.0,176.2,2.71
England,New Zealand,1983-08-25,TEST,Nottingham,won,165 runs,won,1st,717.0,20.0,216.4,3.31
New Zealand,England,1983-08-25,TEST,Nottingham,lost,165 runs,lost,2nd,552.0,20.0,211.0,2.62
India,Pakistan,1983-09-14,TEST,Bengaluru,draw,-,won,1st,451.0,10.0,180.6,2.5
Pakistan,India,1983-09-24,TEST,Jalandhar,draw,-,lost,1st,353.0,10.0,142.2,2.48
India,Pakistan,1983-10-05,TEST,Nagpur,draw,-,won,1st,507.0,,192.3,2.64
Pakistan,India,1983-10-05,TEST,Nagpur,draw,-,lost,2nd,364.0,11.0,142.4,2.56
India,West Indies,1983-10-29,TEST,Delhi,draw,-,won,1st,697.0,20.0,199.2,3.5
West Indies,India,1983-10-29,TEST,Delhi,draw,-,lost,2nd,504.0,12.0,177.5,2.84
West Indies,India,1983-11-12,TEST,Ahmedabad,won,138 runs,lost,1st,482.0,20.0,164.6,2.93
India,West Indies,1983-11-12,TEST,Ahmedabad,lost,138 runs,won,2nd,344.0,20.0,127.6,2.7
India,West Indies,1983-11-24,TEST,Wankhede,draw,-,won,1st,636.0,,188.5,3.37
West Indies,India,1983-11-24,TEST,Wankhede,draw,-,lost,2nd,497.0,14.0,197.1,2.52
Pakistan,Australia,1983-11-25,TEST,Brisbane,draw,-,won,1st,238.0,13.0,73.1,3.26
Australia,Pakistan,1983-12-09,TEST,Adelaide,draw,-,won,1st,775.0,17.0,251.2,3.09
India,West Indies,1983-12-10,TEST,Eden Gardens,lost,inns & 46 runs,won,1st,331.0,20.0,117.4,2.82
West Indies,India,1983-12-24,TEST,Chennai,draw,-,won,1st,377.0,11.0,135.3,2.79
Pakistan,Australia,1983-12-26,TEST,Melbourne,draw,-,won,1st,708.0,17.0,240.4,2.95
Australia,Pakistan,1984-01-02,TEST,Sydney,won,10 wickets,won,2nd,489.0,,159.4,3.07
Pakistan,Australia,1984-01-02,TEST,Sydney,lost,10 wickets,lost,1st,488.0,20.0,170.7,2.86
England,New Zealand,1984-01-20,TEST,Wellington,draw,-,lost,2nd,532.0,10.0,154.5,3.44
New Zealand,England,1984-01-20,TEST,Wellington,draw,-,won,1st,756.0,20.0,280.7,2.69
New Zealand,England,1984-02-10,TEST,Auckland,draw,-,won,1st,512.0,,174.2,2.94
Pakistan,England,1984-03-02,TEST,Karachi,won,3 wickets,lost,2nd,343.0,17.0,132.3,2.59
England,Pakistan,1984-03-02,TEST,Karachi,lost,3 wickets,won,1st,341.0,20.0,172.8,1.97
Australia,West Indies,1984-03-02,TEST,Georgetown,draw,-,won,1st,552.0,,199.2,2.77
West Indies,Australia,1984-03-02,TEST,Georgetown,draw,-,lost,2nd,480.0,10.0,139.4,3.44
New Zealand,Sri Lanka,1984-03-09,TEST,Kandy,won,165 runs,won,1st,477.0,,154.6,3.09
Sri Lanka,New Zealand,1984-03-09,TEST,Kandy,lost,165 runs,lost,2nd,312.0,20.0,106.8,2.92
Pakistan,England,1984-03-12,TEST,Faisalabad,draw,-,won,1st,586.0,,183.0,3.2
New Zealand,Sri Lanka,1984-03-16,TEST,Colombo (SSC),draw,-,won,2nd,321.0,14.0,150.3,2.14
Sri Lanka,New Zealand,1984-03-16,TEST,Colombo (SSC),draw,-,lost,1st,463.0,,217.5,2.13
Australia,West Indies,1984-03-16,TEST,Port of Spain,draw,-,lost,1st,554.0,19.0,204.2,2.71
England,Pakistan,1984-03-19,TEST,Lahore,draw,-,lost,1st,585.0,,185.9,3.15
Pakistan,England,1984-03-19,TEST,Lahore,draw,-,won,2nd,560.0,16.0,186.3,3.01
Sri Lanka,New Zealand,1984-03-24,TEST,Colombo (CCC),lost,inns & 61 runs,won,1st,398.0,20.0,139.0,2.86
West Indies,Australia,1984-03-30,TEST,Bridgetown,won,10 wickets,won,2nd,530.0,10.0,148.8,3.56
Australia,West Indies,1984-03-30,TEST,Bridgetown,lost,10 wickets,lost,1st,526.0,20.0,193.0,2.73
West Indies,Australia,1984-04-28,TEST,Kingston,won,10 wickets,won,2nd,360.0,10.0,105.6,3.41
Australia,West Indies,1984-04-28,TEST,Kingston,lost,10 wickets,lost,1st,359.0,20.0,145.4,2.47
England,West Indies,1984-06-14,TEST,Birmingham,lost,inns & 180 runs,won,1st,426.0,20.0,135.8,3.14
West Indies,England,1984-07-12,TEST,Leeds,won,8 wickets,lost,2nd,433.0,12.0,105.8,4.09
England,West Indies,1984-07-12,TEST,Leeds,lost,8 wickets,won,1st,429.0,20.0,162.2,2.64
West Indies,England,1984-08-09,TEST,The Oval,won,172 runs,won,1st,536.0,20.0,166.3,3.22
England,West Indies,1984-08-09,TEST,The Oval,lost,172 runs,lost,2nd,364.0,20.0,130.9,2.78
Pakistan,New Zealand,1984-11-16,TEST,Lahore,won,6 wickets,lost,2nd,402.0,14.0,158.3,2.54
New Zealand,Pakistan,1984-11-16,TEST,Lahore,lost,6 wickets,won,1st,398.0,20.0,157.4,2.53
West Indies,Australia,1984-11-23,TEST,Brisbane,won,8 wickets,won,2nd,450.0,12.0,121.5,3.7
Australia,West Indies,1984-11-23,TEST,Brisbane,lost,8 wickets,lost,1st,446.0,20.0,145.4,3.07
Pakistan,New Zealand,1984-11-25,TEST,Hyderabad (Sind),won,7 wickets,lost,2nd,460.0,13.0,155.5,2.96
New Zealand,Pakistan,1984-11-25,TEST,Hyderabad (Sind),lost,7 wickets,won,1st,456.0,20.0,164.4,2.77
India,England,1984-11-28,TEST,Wankhede,won,8 wickets,lost,2nd,516.0,,152.1,3.39
England,India,1984-11-28,TEST,Wankhede,lost,8 wickets,won,1st,512.0,20.0,231.2,2.21
West Indies,Australia,1984-12-07,TEST,Adelaide,won,191 runs,won,1st,648.0,,201.3,3.22
Australia,West Indies,1984-12-07,TEST,Adelaide,lost,191 runs,lost,2nd,457.0,20.0,147.5,3.1
Pakistan,New Zealand,1984-12-10,TEST,Karachi,draw,-,won,1st,636.0,15.0,214.0,2.97
England,India,1984-12-12,TEST,Delhi,won,8 wickets,lost,2nd,545.0,12.0,192.5,2.83
India,England,1984-12-12,TEST,Delhi,lost,8 wickets,won,1st,542.0,20.0,228.6,2.37
Australia,West Indies,1984-12-22,TEST,Melbourne,draw,-,won,2nd,494.0,18.0,178.5,2.77
West Indies,Australia,1984-12-22,TEST,Melbourne,draw,-,lost,1st,665.0,,183.3,3.63
India,England,1984-12-31,TEST,Eden Gardens,draw,-,won,1st,466.0,,218.0,2.14
England,India,1985-01-13,TEST,Chennai,won,9 wickets,lost,2nd,687.0,,183.0,3.75
India,England,1985-01-13,TEST,Chennai,lost,9 wickets,won,1st,684.0,20.0,190.0,3.6
New Zealand,Pakistan,1985-01-18,TEST,Wellington,draw,-,won,1st,595.0,14.0,220.0,2.7
Pakistan,New Zealand,1985-01-25,TEST,Auckland,lost,inns & 99 runs,lost,1st,352.0,20.0,125.9,2.8
England,India,1985-01-31,TEST,Kanpur,draw,-,lost,2nd,508.0,10.0,224.5,2.26
India,England,1985-01-31,TEST,Kanpur,draw,-,won,1st,650.0,,178.0,3.65
New Zealand,Pakistan,1985-02-09,TEST,Dunedin,won,2 wickets,won,2nd,498.0,18.0,184.8,2.69
Pakistan,New Zealand,1985-02-09,TEST,Dunedin,lost,2 wickets,lost,1st,497.0,20.0,182.6,2.72
New Zealand,West Indies,1985-03-29,TEST,Port of Spain,draw,-,lost,2nd,449.0,16.0,181.3,2.48
West Indies,New Zealand,1985-03-29,TEST,Port of Spain,draw,-,won,1st,568.0,,178.3,3.19
West Indies,New Zealand,1985-04-06,TEST,Georgetown,draw,-,won,1st,779.0,,247.5,3.15
West Indies,New Zealand,1985-04-26,TEST,Bridgetown,won,10 wickets,won,2nd,,,94.5,
New Zealand,West Indies,1985-04-26,TEST,Bridgetown,lost,10 wickets,lost,1st,342.0,20.0,127.7,2.68
England,Australia,1985-06-13,TEST,Leeds,won,5 wickets,lost,2nd,656.0,15.0,163.4,4.01
Australia,England,1985-06-13,TEST,Leeds,lost,5 wickets,won,1st,655.0,20.0,213.5,3.07
England,Australia,1985-07-11,TEST,Nottingham,draw,-,won,1st,652.0,12.0,197.4,3.3
Australia,England,1985-08-01,TEST,Manchester,draw,-,lost,1st,597.0,15.0,229.1,2.61
Australia,England,1985-08-15,TEST,Birmingham,lost,inns & 118 runs,lost,1st,477.0,20.0,177.6,2.69
India,Sri Lanka,1985-08-30,TEST,Colombo (SSC),draw,-,won,1st,469.0,20.0,216.5,2.17
